Title,URL extension,External Website Logo,URL(href),Description,Course logo URL
Environmental Economics and Government Responses to Market Failure (Spring 2005),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-475-environmental-economics-and-government-responses-to-market-failure-spring-2005,"This course explores the theory behind and evidence on regulatory, tax, and other government responses to problems of market failure. Special emphasis is given to developing and implementing tools to evaluate environmental policies. Other topics include cost-benefit analysis, measurement of the benefits of non-market goods and costs of regulations, and the evaluation of the impact of regulations in areas such as financial markets, workplace health and safety, consumer product safety, and other contexts.",https://ocw.mit.edu/courses/economics/14-475-environmental-economics-and-government-responses-to-market-failure-spring-2005/14-475s05.jpg
Labor Economics II (Spring 2015),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-662-labor-economics-ii-spring-2015,"This is a graduate  course in labor economics.  The course will focus on covering theory and evidence on inequality, wage structure, skill demands, employment, job loss, and early-life determinants of long-run outcomes. Particular areas of focus are: (1) wage determination, including the Roy model, equalizing wage differentials,  and models of discrimination; (2) the roles played by supply, demand, institutions, technology and trade in the evolving distribution of income.",https://ocw.mit.edu/courses/economics/14-662-labor-economics-ii-spring-2015/14-662s15.jpg
Labor Economics I (Fall 2017),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-661-labor-economics-i-fall-2017,"This course aims to acquaint students with traditional and contemporary topics in labor economics and to encourage the development of independent research interests. The class provides a systematic development of the theory of labor supply, labor demand, and human capital. Topics covered include wage and employment determination, immigration, unemployment, equalizing differences, among many others. There is a particular emphasis on the interaction between theoretical and empirical modeling. ",https://ocw.mit.edu/courses/economics/14-661-labor-economics-i-fall-2017/14-661f17.jpg
Economic History (Fall 2006),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-731-economic-history-fall-2006,"This course offers a comprehensive survey of world economic history, designed to introduce economics graduate students to the subject matter and methodology of economic history. Topics are chosen to show a wide variety of historical experience and illuminate the process of industrialization. A final term paper is due at the end of the course.",https://ocw.mit.edu/courses/economics/14-731-economic-history-fall-2006/14-731f06.jpg
International Economics I (Spring 2013),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-581-international-economics-i-spring-2013,"This course covers, with a focus on both theory and empirics, advanced topics in international trade (as well as inter-regional trade and economic geography.) It includes the study of positive issues, such as: Why do countries trade? What goods do countries trade? What are the implications of openness for the location of production, industries, occupations, and innovative activity? And, what impedes trade and why do some countries deliberately erect policy impediments to trade? The course also concerns normative issues, such as: Is trade openness beneficial to a representative agent? And, are there winners and losers from trade and if so, can we identify them? Throughout, these issues are approached in neoclassical settings as well as those with market failures, at the industry-level as well as the firm-level, and in the presence of both mobile and immobile factors (e.g., FDI, offshoring of tasks, multinational firms and immigration).",https://ocw.mit.edu/courses/economics/14-581-international-economics-i-spring-2013/14-581s13.jpg
Introduction to Political Economy (Fall 2017),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-770-introduction-to-political-economy-fall-2017,,https://ocw.mit.edu/courses/economics/14-770-introduction-to-political-economy-fall-2017/14-770F17.jpg
Economic History (Spring 2009),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-731-economic-history-spring-2009,"This course is a survey of world economic history, and it introduces economics students to the subject matter and methodology of economic history. It is designed to expand the range of empirical settings in students' research by drawing upon historical material and long-run data. Topics are chosen to show a wide variety of historical experience and illuminate the process of industrialization. The emphasis will be on questions related to labor markets and economic growth.",https://ocw.mit.edu/courses/economics/14-731-economic-history-spring-2009/14-731s09.jpg
Cross-Cultural Investigations: Technology and Development (Fall 2012),anthropology,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/anthropology/21a-801j-cross-cultural-investigations-technology-and-development-fall-2012,"This course enhances cross-cultural understanding through the discussion of practical, ethical, and epistemological issues in conducting social science and applied research in foreign countries or unfamiliar communities. It includes a research practicum to help students develop interviewing, participant-observation, and other qualitative research skills, as well as critical discussion of case studies. The course is open to all interested students, but intended particularly for those planning to undertake exploratory research or applied work abroad. Students taking the graduate version complete additional assignments.",https://ocw.mit.edu/courses/anthropology/21a-801j-cross-cultural-investigations-technology-and-development-fall-2012/21a-801jf12.jpg
D-Lab: Medical Technologies for the Developing World (Spring 2010),edgerton-center,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/edgerton-center/ec-710-d-lab-medical-technologies-for-the-developing-world-spring-2010,"D-Lab Health provides a multidisciplinary approach to global health technology design via guest lectures and a major project based on fieldwork. We will explore the current state of global health challenges and learn how to design medical technologies that address those problems. Students may travel to Nicaragua during spring break to work with health professionals, using medical technology design kits to gain field experience for their device challenge. As a final class deliverable, you will create a product design solution to address challenges observed in the field. The resulting designs are prototyped in the summer for continued evaluation and testing.",https://ocw.mit.edu/courses/edgerton-center/ec-710-d-lab-medical-technologies-for-the-developing-world-spring-2010/ec-710s10.jpg
Development Economics: Microeconomic Issues and Policy Models (Fall 2008),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-771-development-economics-microeconomic-issues-and-policy-models-fall-2008,"Topics include productivity effects of health, private and social returns to education, education quality, education policy and market equilibrium, gender discrimination, public finance, decision making within families, firms and contracts, technology, labor and migration, land, and the markets for credit and savings.",https://ocw.mit.edu/courses/economics/14-771-development-economics-microeconomic-issues-and-policy-models-fall-2008/14-771f08.jpg
"D-Lab: Water, Climate Change, and Health (Spring 2019)",edgerton-center,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/edgerton-center/ec-719-d-lab-water-climate-change-and-health-spring-2019,"D-Lab: Water, Climate Change, and Health is a project-based, experiential, and transdisciplinary course. Together with peers and experts, we will explore the vitally important interface of water, climate change, and health. This course addresses mitigation and adaptation to climate change as it pertains to water and health. Water-borne illness, malnutrition, and vector-borne diseases represent the top three causes of morbidity and mortality in regions of our focus. Students submit a term project, setting the stage for a lifelong commitment to communicating climate science to a broad public.",https://ocw.mit.edu/courses/edgerton-center/ec-719-d-lab-water-climate-change-and-health-spring-2019/EC-719S19.jpg
Development Economics: Macroeconomics (Spring 2013),economics,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/economics/14-772-development-economics-macroeconomics-spring-2013,"This course emphasizes dynamic models of growth and development. Topics covered include: migration, modernization, and technological change; static and dynamic models of political economy; the dynamics of income distribution and institutional change; firm structure in developing countries; development, transparency, and functioning of financial markets; privatization; and banks and credit market institutions in emerging markets.At MIT, this course was team taught by Prof. Robert Townsend, who taught for the first half of the semester, and Prof. Abhijit Banerjee, who taught during the second half.  On OCW we are only including materials associated with sessions one through 13, which comprise the first half of the class.",https://ocw.mit.edu/courses/economics/14-772-development-economics-macroeconomics-spring-2013/14-772s13.jpg
D-Lab: Energy (Spring 2011),edgerton-center,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/edgerton-center/ec-711-d-lab-energy-spring-2011,"D-Lab: Energy offers a hands-on, project-based approach that engages students in understanding and addressing the applications of small-scale, sustainable energy technology in developing countries where compact, robust, low-cost systems for generating power are required. Projects may include micro-hydro, solar, or wind turbine generators along with theoretical analysis, design, prototype construction, evaluation and implementation. Students will have the opportunity both to travel to Nicaragua during spring break to identify and implement projects.",https://ocw.mit.edu/courses/edgerton-center/ec-711-d-lab-energy-spring-2011/ec-711s11.jpg
D-Lab I: Development (Fall 2009),edgerton-center,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/edgerton-center/ec-701j-d-lab-i-development-fall-2009,"D-Lab Development addresses issues of technological improvements at the micro level for developing countries—in particular, how the quality of life of low-income households can be improved by adaptation of low cost and sustainable technologies. Discussion of development issues as well as project implementation challenges are addressed through lectures, case studies, guest speakers and laboratory exercises. Students form project teams to partner with mostly local level organizations in developing countries, and formulate plans for an IAP site visit. (Previous field sites include Ghana, Brazil, Honduras and India.) Project team meetings focus on developing specific projects and include cultural, social, political, environmental and economic overviews of the countries and localities to be visited as well as an introduction to the local languages.",https://ocw.mit.edu/courses/edgerton-center/ec-701j-d-lab-i-development-fall-2009/ec-701jf09.jpg
D-Lab II: Design (Spring 2010),edgerton-center,https://scontent.fcpt3-1.fna.fbcdn.net/v/t31.0-8/10505138_10152190076601857_3373879292029985409_o.png?_nc_cat=107&_nc_ohc=Zra5A8DAAHgAQnslCxM1jIYUWdc9c8F42YVgFCFoh-kHaQCV50CAen1TA&_nc_ht=scontent.fcpt3-1.fna&oh=e8fae2fc323cf025b62a968bc13469f7&oe=5E7B6266,https://ocw.mit.edu/courses/edgerton-center/ec-720j-d-lab-ii-design-spring-2010,,https://ocw.mit.edu/courses/edgerton-center/ec-720j-d-lab-ii-design-spring-2010/ec-720js10.jpg
